,chosen_arms,rewards
336,20403,0.0
337,20403,17.0
338,20403,17.0
339,20403,0.0
340,20403,0.0
341,25197,0.0
342,20403,0.0
343,20403,0.0
344,20403,0.0
345,20403,0.0
346,20403,17.0
347,20403,17.0
348,20403,0.0
349,20403,0.0
350,20403,0.0
351,20403,0.0
352,20403,17.0
353,21571,0.0
354,20403,0.0
355,22155,0.0
356,20403,0.0
357,20403,17.0
358,20403,0.0
359,20403,0.0
360,20403,0.0
361,20403,17.0
362,20403,0.0
363,20403,0.0
364,20403,0.0
365,20403,0.0
366,20403,0.0
367,17670,0.0
368,20180,12.0
369,19301,0.0
370,2024,0.0
371,20180,0.0
372,20180,0.0
373,20403,0.0
374,13836,0.0
375,17670,0.0
376,8885,0.0
377,24585,0.0
378,20403,0.0
379,20403,0.0
380,16296,0.0
381,17670,0.0
382,13836,0.0
383,20403,0.0
384,34627,0.0
385,17670,0.0
386,20403,17.0
387,20403,17.0
388,20403,17.0
389,2953,10.0
390,2953,10.0
391,25955,0.0
392,2953,10.0
393,2953,10.0
394,2953,0.0
395,2953,0.0
396,2953,10.0
397,2953,10.0
398,2953,10.0
399,2953,0.0
400,2953,0.0
401,2953,10.0
402,2953,10.0
403,2953,0.0
404,2953,0.0
405,2953,0.0
406,2953,0.0
407,2953,0.0
408,26839,0.0
409,2953,0.0
410,17148,0.0
411,20403,17.0
412,20403,17.0
413,20403,17.0
414,20403,0.0
415,1418,0.0
416,20403,0.0
417,20403,0.0
418,20403,17.0
419,20403,0.0
420,20403,17.0
421,20403,0.0
422,12202,50.0
423,5014,0.0
424,12202,0.0
425,14497,0.0
426,12202,50.0
427,12202,0.0
428,12202,0.0
429,12202,0.0
430,176,0.0
431,12202,50.0
432,12202,0.0
433,12202,0.0
434,12202,0.0
435,12202,0.0
436,12202,0.0
437,12202,0.0
438,12202,0.0
439,12202,0.0
440,18981,0.0
441,12202,50.0
442,12202,0.0
443,12202,0.0
444,6521,0.0
445,12180,0.0
446,12202,50.0
447,12202,0.0
448,21671,0.0
449,12202,0.0
450,12202,0.0
451,7998,0.0
452,35388,0.0
453,12202,0.0
454,12202,0.0
455,12202,0.0
456,12202,0.0
457,12202,0.0
458,36120,0.0
459,12202,0.0
460,12202,0.0
461,12202,0.0
462,12202,0.0
463,33445,0.0
464,12202,0.0
465,12202,0.0
466,32636,0.0
467,12202,0.0
468,12202,0.0
469,12202,0.0
470,12202,0.0
471,12202,0.0
472,12202,0.0
473,12202,0.0
474,12202,0.0
475,31147,0.0
476,12202,0.0
477,12202,0.0
478,12202,0.0
479,8008,0.0
480,12202,0.0
481,12202,0.0
482,12202,0.0
483,12202,0.0
484,12202,0.0
485,20403,0.0
486,20403,0.0
487,20403,0.0
488,12202,0.0
489,30043,13.0
490,30043,0.0
491,30043,0.0
492,20403,0.0
493,20403,0.0
494,20403,17.0
495,20403,17.0
496,20403,0.0
497,20403,0.0
498,20403,0.0
499,20403,0.0
500,20403,17.0
501,20403,0.0
502,20403,0.0
503,22628,0.0
504,20403,0.0
505,20403,0.0
506,12202,0.0
507,20403,0.0
508,20403,0.0
509,20403,17.0
510,20403,17.0
511,20403,0.0
512,20403,17.0
513,20403,0.0
514,20403,0.0
515,20403,17.0
516,20403,0.0
517,20403,0.0
518,20403,0.0
519,5489,0.0
520,20403,0.0
521,20403,17.0
522,32656,17.0
523,32656,17.0
524,32656,0.0
525,32656,17.0
526,5436,11.0
527,32656,0.0
528,5436,0.0
529,32656,0.0
530,32656,17.0
531,32656,0.0
532,32656,0.0
533,32656,0.0
534,32656,0.0
535,32656,0.0
536,32656,17.0
537,32656,0.0
538,32656,0.0
539,32656,0.0
540,5436,0.0
541,32656,0.0
542,20403,0.0
543,20403,0.0
544,20403,17.0
545,20403,0.0
546,35965,0.0
547,20403,0.0
548,20403,0.0
549,32656,0.0
550,20403,17.0
551,20403,0.0
552,20403,0.0
553,35907,0.0
554,19748,0.0
555,20403,0.0
556,20403,17.0
557,28625,0.0
558,20403,17.0
559,20403,0.0
560,20403,0.0
561,20403,0.0
562,20403,0.0
563,20403,0.0
564,20403,17.0
565,25528,0.0
566,20403,0.0
567,20403,0.0
568,20403,0.0
569,20403,0.0
570,20403,0.0
571,20403,17.0
572,20403,17.0
573,20403,0.0
574,20403,0.0
575,20403,0.0
576,20403,0.0
577,20403,0.0
578,29961,12.0
579,29961,0.0
580,10915,0.0
581,29961,0.0
582,20403,17.0
583,20403,0.0
584,20403,17.0
585,20403,0.0
586,15812,0.0
587,20403,17.0
588,28860,0.0
589,21339,0.0
590,20403,0.0
591,20403,0.0
592,20403,0.0
593,20403,0.0
594,20403,17.0
595,20403,17.0
596,20403,0.0
597,20403,0.0
598,4086,0.0
599,20403,17.0
600,20403,0.0
601,20403,0.0
602,12793,0.0
603,20403,0.0
604,20403,0.0
605,20403,17.0
606,20403,0.0
607,20403,0.0
608,20403,0.0
609,20403,0.0
610,20403,0.0
611,20403,0.0
612,12202,0.0
613,20403,0.0
614,20403,0.0
615,20403,0.0
616,20403,0.0
617,12202,0.0
618,20403,0.0
619,20403,0.0
620,20403,0.0
621,20403,0.0
622,2953,0.0
623,32656,0.0
624,3349,0.0
625,20403,0.0
626,12202,0.0
627,20403,17.0
628,20403,0.0
629,20403,0.0
630,20403,17.0
631,7504,3.0
632,27595,0.0
633,20403,17.0
634,20403,0.0
635,20403,17.0
636,20403,0.0
637,20403,0.0
638,20403,0.0
639,20403,0.0
640,20403,0.0
641,20403,0.0
642,20403,0.0
643,20403,17.0
644,20403,0.0
645,27052,0.0
646,20403,0.0
647,20403,0.0
648,20403,0.0
649,20403,0.0
650,20403,17.0
651,20403,0.0
652,16896,0.0
653,20403,0.0
654,20403,17.0
655,20403,0.0
656,20403,0.0
657,20403,0.0
658,20403,17.0
659,10034,0.0
660,20403,0.0
661,20403,0.0
662,27845,0.0
663,20403,0.0
664,20403,17.0
665,35959,0.0
666,20403,0.0
667,20403,0.0
668,20403,0.0
669,20403,0.0
670,20403,17.0
671,20403,17.0
672,6374,0.0
673,20403,0.0
674,20403,17.0
675,20403,0.0
676,20403,17.0
677,20403,17.0
678,20403,0.0
679,20403,0.0
680,20403,17.0
681,20403,0.0
682,20403,17.0
683,5122,0.0
684,20403,0.0
685,20403,0.0
686,14762,1.0
687,20403,0.0
688,20403,17.0
689,20403,0.0
690,20403,0.0
691,20403,0.0
692,20403,0.0
693,20403,17.0
694,20403,0.0
695,20403,0.0
696,5809,0.0
697,20403,0.0
698,20403,0.0
699,20403,0.0
700,20403,0.0
701,20403,0.0
702,20403,0.0
703,20403,17.0
704,20403,0.0
705,20403,0.0
706,20403,0.0
707,20403,0.0
708,20403,0.0
709,20403,0.0
710,20403,17.0
711,20403,0.0
712,20403,0.0
713,20403,17.0
714,24853,0.0
715,930,19.0
716,930,0.0
717,12869,0.0
718,6625,36.0
719,36422,0.0
720,6625,36.0
721,6625,0.0
722,6625,0.0
723,6625,0.0
724,6625,0.0
725,6625,0.0
726,10591,0.0
727,6625,0.0
728,23856,0.0
729,930,19.0
730,930,19.0
731,930,0.0
732,930,0.0
733,930,19.0
734,930,0.0
735,930,0.0
736,6180,0.0
737,6625,36.0
738,6625,0.0
739,6625,0.0
740,1691,0.0
741,6625,0.0
742,6625,0.0
743,930,0.0
744,33349,0.0
745,6625,0.0
746,6625,0.0
747,10911,0.0
748,930,0.0
749,6625,0.0
750,11706,39.0
751,11706,0.0
752,3588,0.0
753,11706,0.0
754,11706,0.0
755,24172,0.0
756,11706,0.0
757,11706,0.0
758,930,0.0
759,6625,0.0
760,11706,0.0
761,6625,0.0
762,930,19.0
763,930,0.0
764,5499,0.0
765,930,19.0
766,930,19.0
767,930,0.0
768,930,0.0
769,930,19.0
770,930,0.0
771,930,0.0
772,930,0.0
773,5253,0.0
774,17532,8.0
775,17050,0.0
776,17532,0.0
777,930,0.0
778,3574,23.0
779,3574,0.0
780,3574,0.0
781,3574,0.0
782,930,0.0
783,17839,14.0
784,17839,0.0
785,17839,0.0
786,930,0.0
787,930,0.0
788,6625,0.0
789,930,0.0
790,3574,0.0
791,6625,0.0
792,930,0.0
793,11706,0.0
794,930,0.0
795,6625,0.0
796,930,19.0
797,930,19.0
798,930,0.0
799,930,0.0
800,930,19.0
801,930,0.0
802,30131,0.0
803,930,0.0
804,930,19.0
805,930,19.0
806,930,19.0
807,930,0.0
808,930,0.0
809,930,0.0
810,930,19.0
811,930,0.0
812,930,0.0
813,12701,0.0
814,930,0.0
815,930,0.0
816,930,0.0
817,930,0.0
818,930,0.0
819,930,0.0
820,930,0.0
821,930,19.0
822,930,0.0
823,15082,8.0
824,15082,8.0
825,15082,8.0
826,17917,0.0
827,15082,0.0
828,15082,8.0
829,15082,0.0
830,930,0.0
831,930,0.0
832,930,0.0
833,15082,0.0
834,930,0.0
835,930,0.0
836,19670,0.0
837,31061,0.0
838,930,19.0
839,26151,0.0
840,930,0.0
841,930,19.0
842,930,0.0
843,930,0.0
844,29057,0.0
845,930,19.0
846,930,0.0
847,930,0.0
848,930,0.0
849,930,0.0
850,930,0.0
851,930,0.0
852,6625,0.0
853,29061,0.0
854,930,19.0
855,930,0.0
856,930,0.0
857,930,0.0
858,930,19.0
859,930,0.0
860,930,0.0
861,930,0.0
862,930,0.0
863,930,0.0
864,930,0.0
865,6625,0.0
866,12096,0.0
867,11706,0.0
868,930,19.0
869,930,19.0
870,930,0.0
871,930,0.0
872,930,0.0
873,930,0.0
874,930,0.0
875,930,0.0
876,930,0.0
877,930,0.0
878,930,0.0
879,20403,17.0
880,20403,0.0
881,20403,0.0
882,20403,0.0
883,930,19.0
884,930,0.0
885,930,0.0
886,930,0.0
887,930,0.0
888,6625,0.0
889,20403,0.0
890,20403,0.0
891,17839,0.0
892,28396,0.0
893,20403,0.0
894,930,0.0
895,20403,0.0
896,13836,0.0
897,20403,17.0
898,20403,17.0
899,20403,0.0
900,20403,17.0
901,20403,0.0
902,20403,0.0
903,20403,0.0
904,20403,17.0
905,20403,17.0
906,20403,17.0
907,20403,0.0
908,35218,0.0
909,27610,0.0
910,20403,17.0
911,20403,0.0
912,4384,0.0
913,33285,0.0
914,20403,17.0
915,20403,0.0
916,20403,0.0
917,20403,0.0
918,20403,0.0
919,20403,0.0
920,20403,0.0
921,20403,17.0
922,20403,17.0
923,20403,0.0
924,20403,0.0
925,23526,0.0
926,22566,0.0
927,20403,17.0
928,20403,0.0
929,20403,0.0
930,20403,0.0
931,10914,0.0
932,20403,0.0
933,20403,0.0
934,20403,0.0
935,20403,17.0
936,20403,0.0
937,20403,17.0
938,20403,0.0
939,20403,17.0
940,23892,0.0
941,20403,0.0
942,20403,0.0
943,20403,0.0
944,20969,0.0
945,20403,0.0
946,20403,0.0
947,9687,0.0
948,14052,0.0
949,6773,0.0
950,20403,0.0
951,20403,0.0
952,20403,0.0
953,20403,17.0
954,20403,17.0
955,20403,0.0
956,20403,0.0
957,20403,0.0
958,20403,0.0
959,20403,0.0
960,7023,0.0
961,20403,17.0
962,20403,0.0
963,20403,0.0
964,20403,0.0
965,20403,17.0
966,20403,0.0
967,20403,0.0
968,20403,0.0
969,20403,0.0
970,20403,17.0
971,20403,0.0
972,20403,17.0
973,20403,0.0
974,20403,0.0
975,18862,0.0
976,9230,0.0
977,20403,17.0
978,20403,0.0
979,20403,0.0
980,20403,0.0
981,20403,0.0
982,20403,17.0
983,20403,0.0
984,20403,17.0
985,20403,0.0
986,20403,0.0
987,20403,0.0
988,20403,0.0
989,3950,0.0
990,20403,17.0
991,7024,0.0
992,20403,0.0
993,20403,0.0
994,20403,0.0
995,33005,0.0
996,20403,17.0
997,20403,0.0
998,20403,0.0
999,20403,17.0
1000,20403,0.0
1001,20403,0.0
1002,20403,17.0
1003,20403,0.0
1004,20403,0.0
1005,20403,0.0
1006,20403,0.0
1007,18182,0.0
1008,20403,17.0
1009,20403,0.0
1010,20403,17.0
1011,20403,0.0
1012,4347,0.0
1013,20403,0.0
1014,20403,0.0
1015,20403,0.0
1016,20403,0.0
1017,20403,0.0
1018,20403,0.0
1019,20403,0.0
1020,20403,17.0
1021,27144,0.0
1022,20403,17.0
1023,5534,0.0
1024,20403,17.0
1025,20403,0.0
1026,9837,0.0
1027,20403,17.0
1028,20403,0.0
1029,20403,0.0
1030,20403,0.0
1031,20403,0.0
1032,20403,0.0
1033,20403,0.0
1034,7611,5.0
1035,34608,0.0
1036,7611,5.0
1037,7611,0.0
1038,20403,0.0
1039,20403,0.0
1040,20403,0.0
1041,20403,17.0
1042,20403,17.0
1043,20403,17.0
1044,20403,17.0
1045,20403,17.0
1046,21011,0.0
1047,20403,0.0
1048,20403,0.0
1049,20403,17.0
1050,20403,17.0
1051,20403,17.0
1052,20403,17.0
1053,20403,17.0
1054,20403,17.0
1055,20403,0.0
1056,20403,0.0
1057,20403,0.0
1058,20403,17.0
1059,20403,0.0
1060,20403,0.0
1061,20403,0.0
1062,36429,0.0
1063,20403,0.0
1064,20403,17.0
1065,20403,0.0
1066,20403,0.0
1067,20403,17.0
1068,20403,0.0
1069,20403,0.0
1070,20403,0.0
1071,20403,17.0
1072,20403,0.0
1073,20403,17.0
1074,20403,0.0
1075,20403,17.0
1076,20403,0.0
1077,20403,17.0
1078,20403,17.0
1079,20403,17.0
1080,20403,0.0
1081,20403,0.0
1082,20403,17.0
1083,20403,17.0
1084,20403,17.0
1085,20403,0.0
1086,20403,0.0
1087,20403,0.0
1088,20403,17.0
1089,20403,17.0
1090,20403,0.0
1091,8347,0.0
1092,20403,0.0
1093,20403,17.0
1094,20403,0.0
1095,20403,0.0
1096,28121,0.0
1097,20403,17.0
1098,20403,0.0
1099,20403,0.0
1100,20403,0.0
1101,20403,17.0
1102,20403,0.0
1103,13062,0.0
1104,20403,0.0
1105,20403,17.0
1106,20403,0.0
1107,20403,17.0
1108,20403,17.0
1109,20403,0.0
1110,20403,17.0
1111,20403,0.0
1112,21708,0.0
1113,20403,0.0
1114,27297,0.0
1115,20403,17.0
1116,11820,0.0
1117,20403,0.0
1118,20403,0.0
1119,20403,0.0
1120,20403,0.0
1121,35388,23.0
1122,35388,0.0
1123,35388,0.0
1124,6945,0.0
1125,35388,23.0
1126,35388,0.0
1127,35388,0.0
1128,35388,23.0
1129,35388,0.0
1130,35388,0.0
1131,35388,0.0
1132,35388,0.0
1133,35388,0.0
1134,35388,0.0
1135,20403,17.0
1136,20403,0.0
1137,20403,17.0
1138,20403,0.0
1139,20403,0.0
1140,20403,0.0
1141,20403,0.0
1142,20403,0.0
1143,20403,17.0
1144,34365,1.0
1145,1879,0.0
1146,20403,17.0
1147,20403,0.0
1148,20403,17.0
1149,20403,0.0
1150,20403,0.0
1151,20403,0.0
1152,30157,0.0
1153,20403,0.0
1154,20403,0.0
1155,33252,0.0
1156,20403,0.0
1157,20403,17.0
1158,8581,25.0
1159,8581,0.0
1160,278,0.0
1161,8581,0.0
1162,25538,0.0
1163,8581,0.0
1164,32659,17.0
1165,32659,0.0
1166,32659,0.0
1167,8581,0.0
1168,17315,3.0
1169,32659,0.0
1170,11369,0.0
1171,20403,0.0
1172,20403,17.0
1173,20403,17.0
1174,20403,0.0
1175,20403,0.0
1176,20403,0.0
1177,20403,0.0
1178,20403,17.0
1179,20403,17.0
1180,20403,0.0
1181,20403,17.0
1182,20403,17.0
1183,20403,0.0
1184,20403,0.0
1185,20403,0.0
1186,20403,0.0
1187,20403,0.0
1188,20403,17.0
1189,20403,0.0
1190,20403,0.0
1191,20403,0.0
1192,25496,0.0
1193,20403,17.0
1194,20403,17.0
1195,20403,0.0
1196,17982,0.0
1197,20403,0.0
1198,20403,0.0
1199,20403,0.0
1200,20403,0.0
1201,20403,17.0
1202,20403,0.0
1203,20403,17.0
1204,20403,0.0
1205,20403,0.0
1206,20403,17.0
1207,20403,0.0
1208,20403,0.0
1209,20403,0.0
1210,20403,17.0
1211,20403,0.0
1212,20403,0.0
1213,20403,0.0
1214,20403,0.0
1215,20403,0.0
1216,16723,0.0
1217,36051,0.0
1218,20403,17.0
1219,20403,17.0
1220,20403,0.0
1221,20403,0.0
1222,11591,0.0
1223,20403,0.0
1224,20403,0.0
1225,20403,0.0
1226,20403,17.0
1227,20403,17.0
1228,20403,0.0
1229,20403,0.0
1230,20403,0.0
1231,20403,17.0
1232,20403,0.0
1233,20403,17.0
1234,20403,17.0
1235,16483,0.0
1236,20403,0.0
1237,20403,0.0
1238,12560,0.0
1239,20403,0.0
1240,20403,0.0
1241,30295,19.0
1242,30295,19.0
1243,30295,0.0
1244,30295,19.0
1245,30295,19.0
1246,30295,0.0
1247,30295,19.0
1248,30295,0.0
1249,30295,19.0
1250,30295,0.0
1251,30295,19.0
1252,30295,0.0
1253,30295,0.0
1254,17505,0.0
1255,30295,19.0
1256,30295,19.0
1257,30295,0.0
1258,19015,0.0
1259,30295,0.0
1260,30295,19.0
1261,13786,32.0
1262,13786,0.0
1263,13786,0.0
1264,13786,0.0
1265,30295,0.0
1266,17710,0.0
1267,30295,0.0
1268,34036,0.0
1269,20697,0.0
1270,30295,0.0
1271,30295,0.0
1272,30295,0.0
1273,2190,0.0
1274,30295,19.0
1275,30295,19.0
1276,30295,19.0
1277,30295,0.0
1278,30295,19.0
1279,20421,0.0
1280,30295,19.0
1281,30295,0.0
1282,30295,19.0
1283,30295,0.0
1284,30295,19.0
1285,30295,0.0
1286,30295,0.0
1287,11205,0.0
1288,30295,0.0
1289,30295,0.0
1290,30295,0.0
1291,30295,0.0
1292,30295,0.0
1293,30295,0.0
1294,13786,0.0
1295,30295,0.0
1296,30295,0.0
1297,30295,0.0
1298,30295,0.0
1299,30295,0.0
1300,30295,19.0
1301,30295,19.0
1302,30295,19.0
1303,30295,0.0
1304,23514,0.0
1305,30295,19.0
1306,30295,0.0
1307,30295,0.0
1308,30295,19.0
1309,30295,19.0
1310,23172,0.0
1311,30295,0.0
1312,30295,0.0
1313,30295,19.0
1314,30295,0.0
1315,30295,19.0
1316,8312,0.0
1317,30295,0.0
1318,30295,19.0
1319,30295,0.0
1320,30295,0.0
1321,30295,0.0
1322,30295,19.0
1323,30295,19.0
1324,30295,19.0
1325,30295,19.0
1326,30295,19.0
1327,30295,0.0
1328,15156,0.0
1329,12524,0.0
1330,30295,0.0
1331,30295,0.0
1332,30295,19.0
1333,30295,19.0
1334,30295,19.0
1335,30295,0.0
1336,30295,0.0
1337,30295,19.0
1338,30295,0.0
1339,30295,19.0
1340,30295,0.0
1341,30295,19.0
1342,30295,0.0
1343,30295,0.0
1344,30295,19.0
1345,30295,0.0
1346,26123,0.0
1347,30295,19.0
1348,30295,0.0
1349,30295,0.0
1350,30295,19.0
1351,30295,0.0
1352,30295,0.0
1353,30295,0.0
1354,30295,19.0
1355,30295,19.0
1356,30295,19.0
1357,1821,0.0
1358,30295,0.0
1359,30295,0.0
1360,30295,0.0
1361,30295,0.0
1362,30295,0.0
1363,30295,19.0
1364,30295,0.0
1365,30295,0.0
1366,33520,0.0
1367,30295,0.0
1368,30295,19.0
1369,30295,19.0
1370,30295,0.0
1371,30295,19.0
1372,30295,0.0
1373,30295,0.0
1374,30295,0.0
1375,30295,0.0
1376,30295,0.0
1377,32540,0.0
1378,30295,0.0
1379,30295,0.0
1380,30295,0.0
1381,30295,0.0
1382,30295,0.0
1383,30295,0.0
1384,30295,0.0
1385,30295,19.0
1386,30295,19.0
1387,3623,0.0
1388,30295,0.0
1389,30295,0.0
1390,30295,0.0
1391,20754,0.0
1392,30295,0.0
1393,30295,19.0
1394,30295,0.0
1395,30295,0.0
1396,30295,0.0
1397,30295,19.0
1398,30295,19.0
1399,30295,0.0
1400,30295,0.0
1401,30295,19.0
1402,26045,0.0
1403,30295,19.0
1404,30295,0.0
1405,30295,19.0
1406,30295,0.0
1407,30295,19.0
1408,30295,0.0
1409,30295,0.0
1410,28799,0.0
1411,30295,19.0
1412,20366,0.0
1413,30295,0.0
1414,30295,0.0
1415,30295,0.0
1416,31541,0.0
1417,30295,0.0
1418,30295,0.0
1419,30295,0.0
1420,20753,24.0
1421,26079,0.0
1422,20753,0.0
1423,20753,24.0
1424,20753,0.0
1425,20753,24.0
1426,20753,0.0
1427,20753,0.0
1428,20753,0.0
1429,20753,0.0
1430,20753,0.0
1431,20753,24.0
1432,20753,0.0
1433,20753,0.0
1434,20753,0.0
1435,30295,0.0
1436,30295,0.0
1437,30295,0.0
1438,30295,0.0
1439,30295,19.0
1440,30295,19.0
1441,30295,0.0
1442,30295,0.0
1443,30295,19.0
1444,30295,19.0
1445,30295,0.0
1446,30295,0.0
1447,30295,0.0
1448,30295,19.0
1449,19171,0.0
1450,30295,0.0
1451,30295,19.0
1452,30295,0.0
1453,30295,0.0
1454,30295,0.0
1455,30295,0.0
1456,30295,19.0
1457,25860,0.0
1458,30295,19.0
1459,30295,19.0
1460,30295,19.0
1461,30295,19.0
1462,30295,0.0
1463,30295,19.0
1464,30295,0.0
1465,30295,0.0
1466,30295,0.0
1467,11576,0.0
1468,27212,0.0
1469,30295,19.0
1470,30295,0.0
1471,16730,0.0
1472,30295,0.0
1473,30295,0.0
1474,30295,0.0
1475,30295,0.0
1476,30295,19.0
1477,30295,19.0
1478,30295,19.0
1479,26729,0.0
1480,30295,0.0
1481,30295,19.0
1482,30295,19.0
1483,30295,19.0
1484,30295,0.0
1485,30295,0.0
1486,30295,19.0
1487,30295,0.0
1488,30295,19.0
1489,30295,0.0
1490,12889,13.0
1491,12889,0.0
1492,30295,19.0
1493,30295,19.0
1494,2265,0.0
1495,30295,19.0
1496,30295,0.0
1497,30295,19.0
1498,30295,19.0
1499,30295,0.0
1500,30295,0.0
1501,30295,0.0
1502,30295,0.0
1503,30295,19.0
1504,30295,0.0
1505,30295,0.0
